OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051212_135367,Sample-Routine,Water,Surface Water,2005-12-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489939,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:39:57.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051222_134931,Sample-Routine,Water,Surface Water,2005-12-22,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490150,,,Total Coliform,,1400,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:40:03.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051224_134971,Sample-Routine,Water,Surface Water,2005-12-24,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490176,,,Fecal Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,,https://www.nemi.gov/methods/method_summary/5587/,,,,,,,,,2008-02-11 15:40:04.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051128_135661,Sample-Routine,Water,Surface Water,2005-11-28,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489726,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:39:51.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051210_134735,Sample-Routine,Water,Surface Water,2005-12-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489906,,,Fecal Coliform,,18,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:39:56.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051220_134863,Sample-Routine,Water,Surface Water,2005-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490089,,,Fecal Coliform,,130,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:40:01.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051209_134709,Sample-Routine,Water,Surface Water,2005-12-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489889,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222B,APHA,9222 B ~ Standard Total Coliform Membrane Filter Procedure,,,,,,,,,,,2008-02-11 15:39:56.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051215_134805,Sample-Routine,Water,Surface Water,2005-12-15,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490003,,,Total Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222B,APHA,9222 B ~ Standard Total Coliform Membrane Filter Procedure,,,,,,,,,,,2008-02-11 15:39:59.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051220_134897,Sample-Routine,Water,Surface Water,2005-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490108,,,Total Coliform,,985,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:40:02.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051219_134507,Sample-Routine,Water,Surface Water,2005-12-19,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490069,,,Total Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:40:01.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051220_135561,Sample-Routine,Water,Surface Water,2005-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490112,,,Enterococcus,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:40:02.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051229_135089,Sample-Routine,Water,Surface Water,2005-12-29,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490309,,,Total Coliform,,40,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:40:08.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_137059,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490284,,,Fecal Coliform,,4,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:40:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_135043,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490257,,,Fecal Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:40:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051212_134489,Sample-Routine,Water,Surface Water,2005-12-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489936,,,Fecal Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:39:57.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051217_134841,Sample-Routine,Water,Surface Water,2005-12-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490024,,,Total Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:39:59.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051229_135085,Sample-Routine,Water,Surface Water,2005-12-29,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490304,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,IDEXX,Enterolert Test Kit Procedure,,https://www.nemi.gov/methods/method_summary/5590/,,,,,,,,,2008-02-11 15:40:08.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_135043,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490258,,,Total Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:40:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051222_134937,Sample-Routine,Water,Surface Water,2005-12-22,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490154,,,Enterococcus,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,1600,USEPA,Enterococci in Water by Membrane Filtration Using membrane-Enterococcus Indoxyl-B-D-Glucoside Agar (mEl),,https://www.nemi.gov/methods/method_summary/9790/,,,,,,,,,2008-02-11 15:40:03.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051206_135897,Sample-Routine,Water,Surface Water,2005-12-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489843,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:39:54.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051228_135063,Sample-Routine,Water,Surface Water,2005-12-28,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490291,,,Total Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222B,APHA,9222 B ~ Standard Total Coliform Membrane Filter Procedure,,,,,,,,,,,2008-02-11 15:40:08.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_135775,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490272,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:40:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051224_134981,Sample-Routine,Water,Surface Water,2005-12-24,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490185,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:40:04.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051208_134691,Sample-Routine,Water,Surface Water,2005-12-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489875,,,Enterococcus,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,1600,USEPA,Enterococci in Water by Membrane Filtration Using membrane-Enterococcus Indoxyl-B-D-Glucoside Agar (mEl),,https://www.nemi.gov/methods/method_summary/9790/,,,,,,,,,2008-02-11 15:39:55.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20050131_112173,Sample-Routine,Water,Surface Water,2005-01-31,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489711,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:39:50.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051206_135397,Sample-Routine,Water,Surface Water,2005-12-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489834,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:39:54.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051203_134597,Sample-Routine,Water,Surface Water,2005-12-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489765,,,Fecal Coliform,,60,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,,https://www.nemi.gov/methods/method_summary/5587/,,,,,,,,,2008-02-11 15:39:52.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_135003,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490236,,,Fecal Coliform,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,,https://www.nemi.gov/methods/method_summary/5587/,,,,,,,,,2008-02-11 15:40:06.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_135055,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490264,,,Total Coliform,,776,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:40:07.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051210_134729,Sample-Routine,Water,Surface Water,2005-12-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489901,,,Total Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:39:56.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051220_135773,Sample-Routine,Water,Surface Water,2005-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490116,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:40:02.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_116563,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490218,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:40:06.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051212_134485,Sample-Routine,Water,Surface Water,2005-12-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489934,,,Total Coliform,,60,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222B,APHA,9222 B ~ Standard Total Coliform Membrane Filter Procedure,,,,,,,,,,,2008-02-11 15:39:57.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051227_134999,Sample-Routine,Water,Surface Water,2005-12-27,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490232,,,Enterococcus,,34,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,1600,USEPA,Enterococci in Water by Membrane Filtration Using membrane-Enterococcus Indoxyl-B-D-Glucoside Agar (mEl),,https://www.nemi.gov/methods/method_summary/9790/,,,,,,,,,2008-02-11 15:40:06.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051220_134891,Sample-Routine,Water,Surface Water,2005-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490104,,,Fecal Coliform,,18,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:40:02.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051217_134847,Sample-Routine,Water,Surface Water,2005-12-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490030,,,Total Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:40:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051217_134853,Sample-Routine,Water,Surface Water,2005-12-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490036,,,Total Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:40:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051219_112357,Sample-Routine,Water,Surface Water,2005-12-19,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490053,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-B,APHA,9221 B ~ Standard Total Coliform- Fermentation Technique,,,,,,,,,,,2008-02-11 15:40:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051220_135369,Sample-Routine,Water,Surface Water,2005-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490110,,,Fecal Coliform,,31,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,https://www.nemi.gov/methods/method_summary/5585/,,,,,,,,,2008-02-11 15:40:02.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051207_134659,Sample-Routine,Water,Surface Water,2005-12-07,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29489852,,,Fecal Coliform,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,,https://www.nemi.gov/methods/method_summary/5587/,,,,,,,,,2008-02-11 15:39:55.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-629_20051217_134849,Sample-Routine,Water,Surface Water,2005-12-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-629,WEST END/BABY BEACH,,,,,33.4621600000,-117.7050000000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490031,,,Enterococcus,,Not Detected,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9221-E,APHA,9221 E ~ Fecal Coliform Procedure- Multiple-Tube Procedure,,https://www.nemi.gov/methods/method_summary/5588/,,,,,,,,,2008-02-11 15:40:00.0,STORET
